"RADICADO,""FECHA 1"",""HORA"",""DÍA DE LA SEMANA"",""CLASE"",""DIRECCIÓN"",""GRAVEDAD"",""BARRIO"",""DISEÑO"""
"8.567,""2011-05-22"",""9:30:00"",""DOMINGO"",""CHOQUE"",""CARRERA 50 X KILOMETRO 52 LOS LAGOS"",""DAÑOS"",""EL SESENTA"",""TRAMO DE VIA"""
"8.568,""2011-05-24"",""8:30:00"",""MARTES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 93 VIA CALDAS AMAGA"",""DAÑOS"",""LA TOLVA"",""TRAMO DE VIA"""
"8.569,""2011-05-29"",""8:00:00"",""DOMINGO"",""CHOQUE"",""CARRERA 50 X CALLE 128 SUR LA TRIGALIA"",""DAÑOS"",""LA TRIGALIA"",""TRAMO DE VIA"""
"8.570,""2011-05-28"",""11:00:00"",""SABADO"",""CHOQUE"",""CARRERA 50 X CALLE 102 LA RAYA"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
"8.571,""2011-05-31"",""3:30:00"",""MARTES"",""ATROPELLO"",""carrera 50 x calle 135"",""HERIDOS"",""HOSPITAL"",""TRAMO DE VIA"""
"8.572,""2011-05-29"",""4:00:00"",""DOMINGO"",""VOLCAMIENTO"",""CARRERA 50 X KILOMETRO 54 MANSA PRIMEVERA"",""DAÑOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"8.573,""2011-05-31"",""10:00:00"",""MARTES"",""ATROPELLO"",""CARRERA 50 X CALLE 138 PANADERIA LA RIVERA"",""HERIDOS"",""CRISTO REY"",""TRAMO DE VIA"""
"8.574,""2011-06-01"",""3:10:00"",""MIERCOLES"",""CHOQUE"",""CARRERA 50 XCALLE 144 CENTENARIO"",""DAÑOS"",""LOS CEREZOZ"",""TRAMO DE VIA"""
"8.575,""2011-06-03"",""5:35:00"",""VIERNES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 54 LA MANSA PRIMAVERA"",""HERIDOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"8.576,""2011-06-04"",""1:30:00"",""SABADO"",""CHOQUE"",""CALLE 128 SUR X CARRERA 45 LA VARIANTE"",""DAÑOS"",""LA VARIANTE"",""INTERSECCION"""
"8.577,""2011-06-04"",""12:30:00"",""SABADO"",""CHOQUE"",""CARRERA 45 X CALLE 128 SUR   LA VERIANTE"",""DAÑOS"",""LA VARIANTE"",""INTERSECCION"""
"8.578,""2011-06-04"",""6:45:00"",""SABADO"",""CHOQUE"",""CARRERA 50 X CALLE 114 LA RAYA"",""DAÑOS"",""LA RAYA"",""TRAMO DE VIA"""
"8.579,""2011-06-05"",""3:50:00"",""DOMINGO"",""CHOQUE"",""CALLE 128 SUR X CARRERA 42 LA MIEL"",""DAÑOS"",""LA MIEL"",""TRAMO DE VIA"""
"8.580,""2011-06-03"",""9:00:00"",""VIERNES"",""CHOQUE"",""CARRERA 48 X CALLE 130 PLAZA DE MERCADO"",""DAÑOS"",""CENTRO"",""INTERSECCION"""
"8.581,""2011-05-28"",""6:50:00"",""SABADO"",""CHOQUE"",""CARRERA 50 X KILOMETRO 54 MANSA PRIMAVERA"",""HERIDOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"8.582,""2011-06-01"",""8:10:00"",""MIERCOLES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 49 VIA MEDELLIN PINTADA"",""DAÑOS"",""ALTO DE MINAS"",""TRAMO DE VIA"""
"8.583,""2011-06-05"",""9:00:00"",""DOMINGO"",""OTRO"",""CARRERA 50 X KILOLMETRO 93 AMAGA CALDAS KACHOTIS"",""HERIDOS"",""LA TOLVA"",""TRAMO DE VIA"""
"8.584,""2011-06-07"",""4:30:00"",""MARTES"",""ATROPELLO"",""CARRERA 49 X CALLE 132 ESQUINA MAYORITARIO"",""HERIDOS"",""CENTRO"",""TRAMO DE VIA"""
"8.585,""2011-06-05"",""11:00:00"",""DOMINGO"",""CHOQUE"",""CARRERA 50 X ACLLE 135 SUR"",""HERIDOS"",""HOSPITAL"",""INTERSECCION"""
"8.586,""2011-06-07"",""7:30:00"",""MARTES"",""CHOQUE"",""CARRERA 50 X CALLE 128 SUR LA TRIGALIA"",""HERIDOS"",""LA TRIGALIA"",""INTERSECCION"""
"8.587,""2011-06-08"",""10:00:00"",""MIERCOLES"",""ATROPELLO"",""CARRERA 48 X CALLE 139 SUR FEDERICO ANGEL"",""HERIDOS"",""CRISTO REY"",""INTERSECCION"""
"8.588,""2011-06-08"",""1:00:00"",""MIERCOLES"",""CHOQUE"",""DIAGOANL 53 X CALLE 128 SUR LA DOCENA"",""HERIDOS"",""LA DOCENA"",""INTERSECCION"""
"8.589,""2011-06-08"",""12:30:00"",""MIERCOLES"",""ATROPELLO"",""CARRERA 50 X CALLE 147 VIA PRIMAVERA"",""MUERTOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"8.590,""2011-06-10"",""5:35:00"",""VIERNES"",""CHOQUE"",""carrera 50 x calle 117 sur la raya"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
"8.591,""2011-06-10"",""7:10:00"",""VIERNES"",""ATROPELLO"",""CALLE 129 SUR X DIAGONAL 53 LA DOCENA"",""HERIDOS"",""LA DOCENA"",""INTERSECCION"""
"8.592,""2011-06-12"",""8:15:00"",""DOMINGO"",""ATROPELLO"",""CARRERA 50 X CALLE 140 SUR SANCOCHO"",""HERIDOS"",""LOS CEREZOZ"",""TRAMO DE VIA"""
"8.593,""2011-06-12"",""11:20:00"",""DOMINGO"",""ATROPELLO"",""CALLE 127 SUR X CARRERAS 50 Y 51 POR EL ESSERIO"",""HERIDOS"",""CENTRO"",""TRAMO DE VIA"""
"8.594,""2011-06-11"",""1:40:00"",""SABADO"",""VOLCAMIENTO"",""CARRERA 45 X CALLE 134  LADO PARQUEADERO EL CAGUAN"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"8.595,""2011-06-12"",""9:20:00"",""DOMINGO"",""CHOQUE"",""CARRERA 45 X CALLE 127 SUR LA VARIANTE"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"8.596,""2011-06-11"",""11:40:00"",""SABADO"",""CHOQUE"",""CARRERA 50 X CALLE 136 EL CEMENTERIO"",""DAÑOS"",""CRISTO REY"",""TRAMO DE VIA"""
"8.597,""2011-06-06"",""5:00:00"",""LUNES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 93 KACHOTIS"",""DAÑOS"",""LA TOLVA"",""TRAMO DE VIA"""
"8.598,""2011-06-12"",""8:40:00"",""DOMINGO"",""CHOQUE"",""CARRERA 50 X KILOMETRO 53 VIA MEDELLIN PINTADA"",""DAÑOS"",""ALTO DE MINAS"",""TRAMO DE VIA"""
"8.599,""2011-06-14"",""1:40:00"",""MARTES"",""CHOQUE"",""CARRERA 48 X CALLE 136 SUR"",""DAÑOS"",""HOSPITAL"",""TRAMO DE VIA"""
"8.600,""2011-06-20"",""11:40:00"",""LUNES"",""ATROPELLO"",""CALLE 129 SUR X CARRERA 59 BARRIO LA PLANTA"",""HERIDOS"",""PARQUE LA LOCERIA"",""TRAMO DE VIA"""
"8.601,""2011-06-18"",""5:20:00"",""SABADO"",""CHOQUE"",""CARRERA 50 X CALLE 128SUR LA TRIGALIA"",""DAÑOS"",""LA TRIGALIA"",""TRAMO DE VIA"""
"8.602,""2011-06-18"",""2:30:00"",""SABADO"",""ATROPELLO"",""CARRERA 44 B X CALLE 130 SUR LA MIEL"",""HERIDOS"",""LA MIEL"",""TRAMO DE VIA"""
"8.603,""2011-06-20"",""6:56:00"",""LUNES"",""ATROPELLO"",""CALLE 129 SUR X CARRERA 54 LA LOCERIA"",""HERIDOS"",""PARQUE LA LOCERIA"",""TRAMO DE VIA"""
"8.604,""2011-06-18"",""11:30:00"",""SABADO"",""CHOQUE"",""CARRERA 50 X CALLE 114 SUR LA RAYA"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
"8.605,""2011-06-18"",""9:40:00"",""SABADO"",""CHOQUE"",""CARRERA 45 X CALLE 128 SUR LA VARIANTE"",""HERIDOS"",""LA VARIANTE"",""INTERSECCION"""
"8.606,""2011-06-18"",""9:50:00"",""SABADO"",""CHOQUE"",""CARRERA 50 X CALLE 117 LA RAYA"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
"8.607,""2011-06-20"",""4:00:00"",""LUNES"",""ATROPELLO"",""CARRERA 50 X CALLES 131 Y 132 CONSUMO"",""HERIDOS"",""CONSUMO"",""TRAMO DE VIA"""
"8.608,""2011-06-20"",""5:40:00"",""LUNES"",""CHOQUE"",""CARRERA 50 X CALLE 107 SUR LA RAYA"",""DAÑOS"",""LA RAYA"",""TRAMO DE VIA"""
"8.609,""2011-06-19"",""9:30:00"",""DOMINGO"",""ATROPELLO"",""CARRERAS 50 X CALLE 107 LA RAYA EL POMBAL"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
"8.610,""2011-06-20"",""9:10:00"",""LUNES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 54 LA MANSA PRIMEVERA"",""HERIDOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"8.611,""2011-06-20"",""6:40:00"",""LUNES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 88 VIA  CALDAS LA MANI"",""HERIDOS"",""LA TOLVA"",""TRAMO DE VIA"""
"8.612,""2011-06-16"",""4:30:00"",""JUEVES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 94 VIA CALDAS LA TOLDA AMAGA"",""DAÑOS"",""LA TOLVA"",""TRAMO DE VIA"""
"8.613,""2011-06-10"",""4:20:00"",""VIERNES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 47 CALDAS PINTADA"",""HERIDOS"",""ALTO DE MINAS"",""TRAMO DE VIA"""
"8.614,""2011-06-09"",""3:30:00"",""JUEVES"",""CHOQUE"",""CARRERA 50 XKILOMETRO 90 PEAJE VIA AMAGA CALDAS"",""DAÑOS"",""LA MANÍ"",""TRAMO DE VIA"""
"8.615,""2011-06-21"",""5:40:00"",""MARTES"",""ATROPELLO"",""CARRERA 50 X CALLE 140 SUR SANCOCHO"",""HERIDOS"",""HOSPITAL"",""INTERSECCION"""
"8.616,""2011-06-22"",""2:20:00"",""MIERCOLES"",""ATROPELLO"",""CARRERA 50 X CALLE 134 SUR LA FLORISTERIA"",""HERIDOS"",""HOSPITAL"",""INTERSECCION"""
"8.617,""2011-06-21"",""5:40:00"",""MARTES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 88 CUATRO PALOS VIA CALDASAMAGA"",""DAÑOS"",""LA TOLVA"",""TRAMO DE VIA"""
"8.618,""2011-06-23"",""11:40:00"",""JUEVES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 94 VIA CALDAS AMAGA LA TOLVA"",""DAÑOS"",""LA TOLVA"",""TRAMO DE VIA"""
"8.619,""2011-06-23"",""6:42:00"",""JUEVES"",""CAIDA OCUPANTE"",""CARRERA 50 X CALLE 107 LA RAYA"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
"8.620,""2011-06-24"",""3:50:00"",""VIERNES"",""CHOQUE"",""CARRERA 50 X CALLE 127 SUR ESQUINA HOLAYA"",""DAÑOS"",""CENTRO"",""TRAMO DE VIA"""
"8.621,""2011-06-25"",""2:30:00"",""SABADO"",""CHOQUE"",""CARRERA 40 X CALLE 136 SUR BARRIO LA CORRALA"",""DAÑOS"",""LA CORRALITA"",""TRAMO DE VIA"""
"8.622,""2011-06-25"",""12:15:00"",""SABADO"",""CAIDA OCUPANTE"",""CARRERA 50 X CALLE 108 SUR LA RAYA"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
"8.623,""2011-06-25"",""10:00:00"",""SABADO"",""CHOQUE"",""CARRERA 45 X CALLE 132 SECTOR ESTADIO"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"8.624,""2011-06-26"",""7:10:00"",""DOMINGO"",""CHOQUE"",""CARRERA 45 X KILOMETRO 59 ELK VENTIADERO"",""DAÑOS"",""LA VARIANTE"",""LOTE O PREDIO"""
"8.625,""2011-06-28"",""7:10:00"",""MARTES"",""CHOQUE"",""CARRERA 50 X CALLE 134 ESQUINA FLORISTERIA"",""HERIDOS"",""CENTRO"",""TRAMO DE VIA"""
"8.626,""2011-06-28"",""7:03:00"",""MARTES"",""CHOQUE"",""CARRERA 45 X CALLE 134 SUR LA VARIANTE"",""HERIDOS"",""LA VARIANTE"",""INTERSECCION"""
"8.627,""2011-06-23"",""10:30:00"",""JUEVES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 44 ALTO DE MINAS"",""DAÑOS"",""ALTO DE MINAS"",""TRAMO DE VIA"""
"8.628,""2011-06-27"",""4:25:00"",""LUNES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 50 VIA MEDELLIN PINTADA"",""DAÑOS"",""ALTO DE MINAS"",""TRAMO DE VIA"""
"8.629,""2011-06-28"",""9:00:00"",""MARTES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 54 MANSA PRIMEVERA"",""HERIDOS"",""PRIMAVERA"",""INTERSECCION"""
"8.630,""2011-06-29"",""6:20:00"",""MIERCOLES"",""ATROPELLO"",""CARRERA 50 X CALLE 133 SUR ESQUINA PITUFOS"",""HERIDOS"",""CENTRO"",""TRAMO DE VIA"""
"8.631,""2011-06-28"",""12:10:00"",""MARTES"",""CHOQUE"",""CARRERA 45 X CALLE 135 SUR HOSPITAL"",""HERIDOS"",""HOSPITAL"",""TRAMO DE VIA"""
"8.632,""2011-06-30"",""12:50:00"",""JUEVES"",""ATROPELLO"",""CARERRA 50 X CALLE 138 SUR ESQUINA PANADERIA"",""HERIDOS"",""CRISTO REY"",""TRAMO DE VIA"""
"8.633,""2011-06-30"",""11:40:00"",""JUEVES"",""CHOQUE"",""CARRERA 45 X CALLE 128 SUR LA VARIANTE"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"8.634,""2011-06-30"",""5:10:00"",""JUEVES"",""ATROPELLO"",""CALLE 129 SUR X CARRERA 55 BARRIO LA PLANTA"",""HERIDOS"",""PARQUE LA LOCERIA"",""TRAMO DE VIA"""
"8.635,""2011-06-30"",""3:15:00"",""JUEVES"",""CHOQUE"",""CARRERA 45 X CALLE 127 SUR LA VARIANTE"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"8.636,""2011-06-30"",""9:50:00"",""JUEVES"",""CHOQUE"",""CARRERA 45 X CALLE 134 SUR LA VARIANTE"",""HERIDOS"",""LA VARIANTE"",""INTERSECCION"""
"8.637,""2011-07-01"",""3:00:00"",""VIERNES"",""CHOQUE"",""CALLE 128 SUR X CARRERA 45 LA VARIANTE"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"8.638,""2011-07-02"",""11:00:00"",""SABADO"",""CHOQUE"",""CARRERA 49 X CALLE 129 SUR PARQUE PRINCIPAL"",""DAÑOS"",""CENTRO"",""TRAMO DE VIA"""
"8.639,""2011-07-01"",""2:30:00"",""VIERNES"",""ATROPELLO"",""DIAGONAL 53 X CALLE 127 SUR ESCUELA JOAQUIN ARISTIZABAL"",""HERIDOS"",""LA DOCENA"",""TRAMO DE VIA"""
"8.640,""2011-06-30"",""11:55:00"",""JUEVES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 42 VIA MEDELLIN LA PINTADA"",""DAÑOS"",""ALTO DE MINAS"",""TRAMO DE VIA"""
"8.641,""2011-07-05"",""7:50:00"",""MARTES"",""ATROPELLO"",""CARERRA 50 X KILOMETRO 52 VEREDA LA CALLE"",""HERIDOS"",""LA CALLE"",""TRAMO DE VIA"""
"8.642,""2011-07-07"",""8:30:00"",""JUEVES"",""CHOQUE"",""CALLE 136 SUR X CARRERA 49 EL CEMENTERIO"",""HERIDOS"",""CRISTO REY"",""TRAMO DE VIA"""
"8.643,""2011-07-07"",""10:30:00"",""JUEVES"",""CHOQUE"",""CARRERA 50 X CALLE 142 SUR EL CAFETAL"",""HERIDOS"",""LOS CEREZOZ"",""TRAMO DE VIA"""
"8.644,""2011-07-10"",""12:30:00"",""DOMINGO"",""CHOQUE"",""CALLE 121 SUR 48- A 15"",""DAÑOS"",""LA INMACULADA"",""TRAMO DE VIA"""
"8.645,""2011-07-09"",""8:00:00"",""SABADO"",""CHOQUE"",""CARRERA 45 X CALLE 128 SUR LA VARIENTE"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"8.646,""2011-07-10"",""7:00:00"",""DOMINGO"",""ATROPELLO"",""CARRERA 50 X KILOMETRO 54 LA MANSA PRIMAVERA"",""HERIDOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"8.647,""2011-06-25"",""1:00:00"",""SABADO"",""CHOQUE"",""CARRERA 50 X KILOMETRO 43 VIA CALDAS LA PINTADA"",""HERIDOS"",""ALTO DE MINAS"",""TRAMO DE VIA"""
"8.648,""2011-07-17"",""12:45:00"",""DOMINGO"",""ATROPELLO"",""CARRERA 53 X CALLE 129 SUR PARQUE LA LOCERIA"",""MUERTOS"",""PARQUE LA LOCERIA"",""TRAMO DE VIA"""
"8.649,""2011-07-13"",""11:20:00"",""MIERCOLES"",""ATROPELLO"",""CARRERA 45 X CALLE 128 LA VARIANTE"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"8.650,""2011-07-16"",""5:30:00"",""SABADO"",""CHOQUE"",""CARRERA 50 X CALLE 110 SUR LA RAYA"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
"8.651,""2011-07-16"",""6:20:00"",""SABADO"",""CHOQUE"",""CARRERA 50 X CALLE 117 SUR LA RAYA"",""DAÑOS"",""LA RAYA"",""TRAMO DE VIA"""
"8.652,""2011-07-12"",""6:50:00"",""MARTES"",""CHOQUE"",""CARRERA 50 X CALLE 131 SUR CONSUMO"",""DAÑOS"",""CONSUMO"",""TRAMO DE VIA"""
"8.653,""2011-07-13"",""11:20:00"",""MIERCOLES"",""CHOQUE"",""CARRERA 50 X CALLE 143 SUR  EL CAFETAL"",""HERIDOS"",""LOS CEREZOZ"",""INTERSECCION"""
"8.654,""2011-07-12"",""10:40:00"",""MARTES"",""CHOQUE"",""CALLE 128 SUR X CARRERA 46 BARRIO SAN JUDAS"",""DAÑOS"",""CENTRO"",""TRAMO DE VIA"""
"8.655,""2011-07-13"",""7:00:00"",""MIERCOLES"",""CAIDA OCUPANTE"",""CARRERA 50 X KILOMETRO 51 VEREDA LA CLARA CALDAS"",""HERIDOS"",""LA CLARA"",""TRAMO DE VIA"""
"8.656,""2011-07-14"",""9:40:00"",""JUEVES"",""CAIDA OCUPANTE"",""CARRERA 54 X CALLE 129 SUR PARQUE LA LOCERIA"",""HERIDOS"",""PARQUE LA LOCERIA"",""INTERSECCION"""
"8.657,""2011-07-15"",""8:00:00"",""VIERNES"",""ATROPELLO"",""CARRERA 50 X CALLE 144 TRICENTENARIO"",""HERIDOS"",""TRICENTENARIO"",""TRAMO DE VIA"""
"8.658,""2011-07-17"",""4:05:00"",""DOMINGO"",""CHOQUE"",""CARRERA 50 X CALLE 122 SUR  LA RAYA INMACULADA"",""DAÑOS"",""LA INMACULADA"",""TRAMO DE VIA"""
"8.659,""2011-07-18"",""4:00:00"",""LUNES"",""ATROPELLO"",""CARRERA 50 X KILOMETRO 54 PRIMEVERA"",""HERIDOS"",""PRIMAVERA"",""INTERSECCION"""
"8.660,""2011-07-17"",""10:30:00"",""DOMINGO"",""CHOQUE"",""CARRERA 44 X CALLE 126 SUR"",""DAÑOS"",""LAS MARGARITAS"",""TRAMO DE VIA"""
"8.661,""2011-07-17"",""3:30:00"",""DOMINGO"",""CHOQUE"",""CARRERA 45 X CALLE 117 SUR 887"",""DAÑOS"",""LA VARIANTE"",""PUENTE"""
"8.662,""2011-07-18"",""3:00:00"",""LUNES"",""CHOQUE"",""CARRERA 50 X CALLE 117 SUR LA RAYA"",""DAÑOS"",""LA RAYA"",""TRAMO DE VIA"""
"8.663,""2011-07-18"",""9:35:00"",""LUNES"",""CHOQUE"",""CARRERA 50 X CALLE 147 SUR BOMBA ZEUSS PRIMEVERA"",""DAÑOS"",""PRIMAVERA"",""TRAMO DE VIA"""
"8.664,""2011-07-21"",""7:50:00"",""JUEVES"",""CHOQUE"",""CALLE 129 SUR X CARRERA 53 LA LOCERIA"",""DAÑOS"",""PARQUE LA LOCERIA"",""TRAMO DE VIA"""
"8.665,""2011-07-23"",""6:06:00"",""SABADO"",""ATROPELLO"",""CARRERA 48 X CALLE 127 SUR"",""HERIDOS"",""CENTRO"",""INTERSECCION"""
"8.666,""2011-07-21"",""12:30:00"",""JUEVES"",""CHOQUE"",""CARRERA 49 X CALLE 135 SUR HOSPITAL"",""DAÑOS"",""HOSPITAL"",""INTERSECCION"""
"8.668,""2011-07-22"",""3:00:00"",""VIERNES"",""VOLCAMIENTO"",""CARRERA 45 X KILOMETRO 57 LA VARIANTE"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"8.669,""2011-07-24"",""5:00:00"",""DOMINGO"",""ATROPELLO"",""CARRERA 50 X KILOMETRO 51 VIA VEREDA LA SALADA"",""HERIDOS"",""LA SALADA"",""TRAMO DE VIA"""
"8.670,""2011-07-24"",""7:30:00"",""DOMINGO"",""CHOQUE"",""CARRERA 50 X KILOMETRO 51 EL SENA"",""DAÑOS"",""EL SESENTA"",""TRAMO DE VIA"""
"8.671,""2011-07-22"",""7:00:00"",""VIERNES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 91 VIA PRIMAVERA AMAGA"",""DAÑOS"",""LA TOLVA"",""TRAMO DE VIA"""
"8.672,""2011-07-26"",""9:40:00"",""MARTES"",""CHOQUE"",""CALLE 128 SUR X CARRERA 45 LA VARIANTE"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"8.673,""2011-08-01"",""4:10:00"",""LUNES"",""ATROPELLO"",""CARRERA 50 X CALLE 108 LA RAYA"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
"8.674,""2011-07-30"",""2:50:00"",""SABADO"",""CHOQUE"",""CALLE 134 SUR X CARRERA 44-40"",""DAÑOS"",""LA CORRALITA"",""TRAMO DE VIA"""
"8.675,""2011-07-30"",""10:40:00"",""SABADO"",""ATROPELLO"",""CARRERA 50 X CALLE 126"",""HERIDOS"",""LAS MARGARITAS"",""TRAMO DE VIA"""
"8.676,""2011-08-03"",""12:00:00"",""MIERCOLES"",""ATROPELLO"",""CARRERA 50 x calle 138 sur 151"",""HERIDOS"",""CRISTO REY"",""TRAMO DE VIA"""
"8.677,""2011-07-25"",""7:30:00"",""LUNES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 45 VIA LA PINTADA MEDELLIN"",""DAÑOS"",""ALTO DE MINAS"",""TRAMO DE VIA"""
"8.678,""2011-08-03"",""8:00:00"",""MIERCOLES"",""OTRO"",""CARRERA 50 X KILOMETRO 47 VIA LA PINTADA CALDAS"",""DAÑOS"",""ALTO DE MINAS"",""TRAMO DE VIA"""
"8.679,""2011-08-04"",""10:00:00"",""JUEVES"",""ATROPELLO"",""CARRERA 50 X CALLE 139 ESQUINA FEDERICO ANGEL"",""HERIDOS"",""CRISTO REY"",""TRAMO DE VIA"""
"8.680,""2011-07-18"",""6:25:00"",""LUNES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 52 VIA CALDAS LA PINTADA"",""HERIDOS"",""ALTO DE MINAS"",""TRAMO DE VIA"""
"8.681,""2011-08-06"",""9:30:00"",""SABADO"",""CHOQUE"",""CARRERA 45 X CALLE 128 SUR LA VARIANTE"",""HERIDOS"",""LA VARIANTE"",""INTERSECCION"""
"8.682,""2011-08-04"",""1:20:00"",""JUEVES"",""CHOQUE"",""CARRERA 45 LA VARINATE VIA CALDAS"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"8.683,""2011-08-04"",""2:40:00"",""JUEVES"",""CHOQUE"",""CALLE 135 SUR X CARRERA 50 BARRIO CRISTO REY"",""DAÑOS"",""CRISTO REY"",""TRAMO DE VIA"""
"8.684,""2011-08-06"",""1:10:00"",""SABADO"",""ATROPELLO"",""CARRERA 50 X CALLE 119 SUR LA RAYA"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
"8.685,""2011-08-05"",""12:30:00"",""VIERNES"",""CHOQUE"",""CARRERA 50 X CALLE 133 SUR ESQUINA DE PITUFOS"",""DAÑOS"",""CENTRO"",""TRAMO DE VIA"""
"8.686,""2011-08-07"",""11:00:00"",""DOMINGO"",""CHOQUE"",""CARRERA 50 X CALLE 117 SUR LA RAYA"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
"8.687,""2011-08-06"",""9:30:00"",""SABADO"",""ATROPELLO"",""CALLE 134 SUR X CARRERA 45"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"8.688,""2011-08-06"",""5:30:00"",""SABADO"",""CHOQUE"",""CARERRA 45 X KILOMETYRO 57 LA VARINATE"",""HERIDOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"8.689,""2011-08-07"",""8:00:00"",""DOMINGO"",""CHOQUE"",""CALLE 133 SUR X CARRERA 50 ESQUINA LOS PITUFOS"",""DAÑOS"",""CENTRO"",""TRAMO DE VIA"""
"8.690,""2011-08-08"",""5:00:00"",""LUNES"",""ATROPELLO"",""CARRERA 50 X KILOMETRO 51 VEREDA LA CLARA"",""HERIDOS"",""LA CLARA"",""TRAMO DE VIA"""
"8.691,""2011-08-09"",""5:00:00"",""MARTES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 57"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"8.692,""2011-08-09"",""7:30:00"",""MARTES"",""CHOQUE"",""CARRERA 45 X KILOMETRO 3 + 870 VIA CALDAS MEDDELLIN"",""DAÑOS"",""LA VARIANTE"",""TRAMO DE VIA"""
"8.693,""2011-08-10"",""12:40:00"",""MIERCOLES"",""ATROPELLO"",""CARRERA 50 X CALLE 128 SUR PARQUE"",""HERIDOS"",""CENTRO"",""TRAMO DE VIA"""
"8.694,""2011-08-08"",""1:30:00"",""LUNES"",""CHOQUE"",""CARRERA 50 X KILOMETRO 49 + 80 VIA CALDAS PINTADA"",""DAÑOS"",""ALTO DE MINAS"",""TRAMO DE VIA"""
"8.695,""2011-08-11"",""7:30:00"",""JUEVES"",""ATROPELLO"",""CARRERA 50 X CALLE 122 SUR"",""HERIDOS"",""LA INMACULADA"",""TRAMO DE VIA"""
"8.696,""2011-08-11"",""12:05:00"",""JUEVES"",""ATROPELLO"",""CARRERA 51 X CALLE 129 SUR LA CASONA"",""HERIDOS"",""CENTRO"",""TRAMO DE VIA"""
"8.697,""2011-08-14"",""12:15:00"",""DOMINGO"",""ATROPELLO"",""CALLE 129 SUR X CARRERA 55 BARRIO LA PLANTA-LOCERIA"",""HERIDOS"",""PARQUE LA LOCERIA"",""TRAMO DE VIA"""
"8.698,""2011-08-13"",""5:25:00"",""SABADO"",""ATROPELLO"",""CARRERA 50 X CALLE 113 SUR 108"",""HERIDOS"",""LA RAYA"",""INTERSECCION"""
"8.699,""2011-08-13"",""2:50:00"",""SABADO"",""ATROPELLO"",""CARRERA 50 X CALLE 119 LA RAYA SECTOR LA SALLE"",""HERIDOS"",""LA RAYA"",""TRAMO DE VIA"""
"8.700,""2011-08-15"",""4:40:00"",""LUNES"",""CHOQUE"",""CARRERA 45 X CALLE 129 SUR LA VARIANTE"",""DAÑOS"",""LA VARIANTE"",""INTERSECCION"""
"8.701,""2011-08-17"",""7:30:00"",""MIERCOLES"",""ATROPELLO"",""CARRERA 45 X CALLE 134 SUR LA VARIANTE"",""HERIDOS"",""LA VARIANTE"",""INTERSECCION"""
